_Word,Pron,Log_Freq_HAL,Log_Freq_SUBTLEX,aoa
waterlogged,wɔdɝlɔgd,4.04,0.9,11.53
Waterloo,wɔdɝlu,8.35,1.63,NaN
watermark,wɔdɝmɑrk,5.77,1.18,12.3
watermill,wɔdɝmIl,3.04,0.3,NaN
waterpower,wɔdɝpĂr,1.1,NULL,NaN
waterproof,wɔdɝpruf,6.77,1.71,8.68
watershed,wɔdɝ∫ɛd,6.3,0.85,11.71
watersheds,wɔdɝ∫ɛdz,4.79,NULL,NaN
waterside,wɔdɝsĨd,3.56,NULL,NaN
waterspout,wɔdɝspĂt,3.47,0.78,7.63
watertight,wɔdɝtĨt,4.96,1.3,12.85
waterway,wɔdɝwe,5.35,0.85,9.39
waterways,wɔdɝwez,5.62,1.08,9.39
waterwheel,wɔtɝhw!l,2.89,0.3,9.89
waterwings,wɔdɝwIŋz,1.79,NULL,NaN
waterworks,wɔdɝwɝks,3.99,1.38,7.95
watery,wɔdɝ!,6.19,1.57,6.65
wayfarer,wefɛrɝ,4.03,0.78,15.69
weakening,w!kənIŋ,6.6,1.59,7.95
weaknesses,w!knəsəz,7.83,2.05,8.44
wealthiest,wɛlθ!Ist,5.8,1.43,7.89
weaponry,wɛpənr!,8.07,1.74,11.3
wearily,wIrəl!,4.7,0.6,NaN
weariness,wIr!nəs,5.22,0.78,11.78
wearisome,wIrIsm,3,NULL,NaN
wearying,wIr!Iŋ,3.04,0.6,9.56
weathering,wɛðɝIŋ,5.46,0.3,NaN
weatherman,wɛðɝmæn,5.53,2.03,7.11
weatherproof,wɛðɝpruf,4.16,0.48,10.53
weatherstrip,wɛðɝstrIp,2.83,NULL,NaN
weightlessness,wetləsnəs,4.34,1.04,8.63
welcoming,wɛlkəmIŋ,6.87,2.13,NaN
wellbeing,wɛlb!Iŋ,4.95,1.04,11.63
welterweight,wɛltɝwet,3.87,1.28,11.36
Westchester,wɛst©ɛstɝ,6.73,NULL,NaN
westerly,wɛstɝl!,4.88,0.95,11.6
westerner,wɛstɝnɝ,5.11,1.04,9.17
westerners,wɛstɝnɝz,6.75,1.36,9.17
westernize,wɛstɝnĨz,2.4,NULL,NaN
Westinghouse,wɛstIŋhĂs,6.06,1.38,NaN
Westminster,wɛstmInstɝ,7.18,1.67,NaN
whatever,hwʌdɛvɝ,11.3,4.1,6.14
wheelbarrow,hw!lbæro,5.95,1.51,6.78
whenever,hwɛnɛvɝ,10.04,3.25,6.37
whereabouts,hwɛrəbĂts,7.14,2.52,9.4
whereupon,hwɛrəpɑn,6.29,1.08,NaN
wherever,hwɛrɛvɝ,8.78,3.18,7.01
wherewithal,hwɛrwIθɔl,4.88,0.9,12.08
whichever,hwI©ɛvɝ,8.1,2.21,8.34
whimpering,hwImpɝIŋ,6.07,2.11,8.24
whimsical,hwImzIkl,5.81,1.61,11.11
whiplashes,hwIplæ∫əz,1.61,NULL,NaN
whippoorwill,hwIpɝwIl,7.22,1.45,12.27
whirligig,hwɝlIgIg,2.83,0.48,11.69
whisperer,hwIspɝɝ,3.22,1,8.11
whispering,hwIspɝIŋ,6.85,2.62,4.26
whisperings,hwIspɝIŋz,2.89,0.6,NaN
whistling,hwIslIŋ,6.62,2.42,6.32
whitening,hwĨtnIŋ,7.61,0.48,NaN
whodunit,hudʌnIt,4.01,0.95,11.65
whoever,huɛvɝ,9.31,3.34,6.48
wholesalers,holselɝz,6.32,0.85,12.56
whomever,humɛvɝ,7.38,1.8,NaN
whoremonger,hɔrmʌŋgɝ,2.48,0.6,13.41
Wichita,wI©Itɔ,7.12,2.09,NaN
wickedly,wIkədl!,5.72,1.04,NaN
wickedness,wIkIdnəs,5.98,1.6,8.79
wickerwork,wIkɝwɝk,3.3,NULL,NaN
widowhood,wIdohʊd,3.58,0.7,10.4
wiggling,wIglIŋ,6.25,1.48,3.95
wigmaker,wIgmekɝ,NULL,0.3,10.11
wildcatter,wĨldkædɝ,0.69,0.85,16.4
wildebeest,wIldəb!st,3.87,1.36,11.31
wilderness,wIldɝnəs,8.22,2.31,8.95
willfully,wIlfəl!,6.17,1.43,NaN
Williamsburg,wIlyəmzbɝg,6.23,NULL,NaN
willingly,wIlIŋl!,7.36,2.09,NaN
willingness,wIlIŋnəs,8.26,1.84,8.79
willowy,wIlo!,3.37,0.6,11.03
Winchester,wIn©ɛstɝ,7.66,2.52,NaN
windbreaker,wIndbrekɝ,4.5,1.23,6.79
windjammer,wIndĵæmɝ,5.03,1.2,NaN
windowless,wIndoləs,4.38,1.04,8.61
windowpane,wIndopen,3.93,1.15,8.58
windowpanes,wIndopenz,2.71,0.85,8.58
windowsill,wIndosIl,5.11,1.53,5.17
Winnipeg,wInIpɛg,8.08,1.11,NaN
wintergreen,wIntəgr!n,4.9,0.7,8.44
wintering,wIndɝIŋ,3.97,0.3,NaN
wintertime,wIndɝtĨm,4.6,1.36,5.61
wintery,wIndɝ!,3.37,0.3,8.58
wirecutters,wĨrkʌdɝz,1.95,NULL,NaN
wiretap,wĨə_Xrtæp,5.68,1.45,13.05
Wisconsin,wIskɑnsIn,9.02,2.36,NaN
Wisconsin's,wIskɑnsənz,3.83,NULL,NaN
wisteria,wIstIr!ə,4.26,1.94,NaN
wistfully,wIstfl!,5.04,0.78,NaN
witchdoctor,wI©dɑktɝ,3.04,NULL,NaN
withdrawing,wIθdrɔIŋ,6.78,1.61,9.89
withering,wIðɝIŋ,6.38,1.34,10.18
withholding,wIθholdIŋ,6.84,1.99,12.8
witnesses,wItnəsəz,8.6,3,8.74
witnessing,wItnəsIŋ,6.64,1.79,8.74
wittingly,wIdIŋl!,3.4,NULL,NaN
wizardry,wIzɝdr!,6.56,1.32,8.79
wobbling,wɑblIŋ,5.11,1.08,6.56
wobbly,wɑbl!,5.62,1.58,6
woebegone,wobIgɔn,2.2,0.3,12.83
womanhood,wʊmənhʊd,5.7,1.6,10.65
womanish,wʊmənI∫,1.95,0.9,9.94
womanize,wʊmənĨz,1.39,0.3,13.63
womankind,wʊmənkĨnd,3.83,1,11.62
womanly,wʊmənl!,5.02,0.95,10.95
womenfolk,wImInfok,3.64,0.95,9.78
wonderful,wʌndɝfl,10.37,3.92,6.47
wondering,wʌndɝIŋ,10.64,3.51,7.63
wonderland,wʌndɝlænd,6.87,1.97,NaN
wondrously,wʌndrəsl!,3.56,0.3,NaN
woodcarver,wʊdkɑrvɝ,3.33,0.48,8.86
woodcutter,wʊdkʌdɝ,2.89,1.11,7.89
woodcutters,wʊdkʌdɝz,1.39,0.3,7.89
woodgraining,wʊdgrenIŋ,NULL,NULL,NaN
woodpecker,wʊdpɛkɝ,5.91,1.71,6.5
woodworking,wʊdwɝkIŋ,6.77,0.78,8.89
woolworkers,wʊlwɝkɝz,NULL,NULL,NaN
workable,wɝkəbl,7.43,1.26,9.94
workbasket,wɝkbæskət,2.08,NULL,NaN
workingmen,wɝkIŋmɛn,3.18,0.48,10.56
workmanship,wɝkmən∫Ip,5.98,1.46,12.39
workpeople,wɝkp!pl,NULL,NULL,NaN
worktable,wɝktebl,2.08,NULL,NaN
worldshaking,wɝld∫ekIŋ,NULL,NULL,NaN
worriedly,wɝrədl!,3.95,0.3,NaN
worrisome,wɝrIsm,5.46,1.11,9
worrying,wɝr!Iŋ,8.04,2.92,6.52
worshipful,wɝ∫Ipfl,4.41,0.78,9.84
worshiping,wɝ∫IpIŋ,6.23,0.6,7
worshippers,wɝ∫Ipɝz,6.4,1.28,7.79
worshipping,wɝ∫IpIŋ,6.86,1.6,7
worthiest,wɝð!Ist,1.39,0.6,10.28
worthlessness,wɝθləsnəs,4.88,0.48,9.78
wretchedness,rɛ©ədnəs,3.81,0.48,12.71
wrinkly,rIŋkl!,4.23,1.26,7.58
wrongdoing,rɔŋduIŋ,6.54,1.43,9.75
Wyoming,wĨomIŋ,7.59,2.05,NaN
xylophone,zĨləfon,4.2,1,7.11
xylophones,zĨləfonz,2.48,0.3,7.11
yearningly,yɝnIŋl!,1.95,NULL,NaN
yellowing,yɛloIŋ,5.64,1,10.05
yellowish,yɛloI∫,5.54,NULL,NaN
yesterday,yɛstɝde,9.97,3.69,4.58
yesterday's,yɛstɝdez,7.43,NULL,NaN
yesteryear,yɛstɝyIr,5.74,1,11.06
yodeling,yodlIŋ,3.85,1.15,8.16
Yucatan,yukətæn,5.71,NULL,NaN
Yugoslav,yugoslɑv,8.13,0.95,NaN
zealotry,zɛlətr!,4.13,0.78,12.58
zealously,zɛləsl!,5.24,0.6,NaN
zeppelin,zɛpəlIn,7.33,1.79,NaN
zigzagging,zIgzægIŋ,2.77,0.6,6.06
Zimbabwe,zImbɑbw!,7.37,1.28,NaN
zodiac,zod!æk,7,1.51,9.84
zodiacal,zodĨəkəl,4.69,0.48,15.28
zucchini,zuk!n!,5.75,1.7,6.79
abandoning,əbændənIŋ,6.91,1.94,8.32
abandonment,əbændənmənt,6.67,1.7,10.27
abbreviate,əbr!v!et,5.31,0.3,9.95
abdominal,æbdɑmənl,6.75,2.24,10.24
aberration,æbɝre∫n,6.32,1.46,12.69
aberrations,æbɝre∫nz,5.7,0.95,12.69
abilities,əbIləd!z,9.11,2.5,8.84
ability,əbIləd!,10.95,2.99,8.84
abnormally,æbnɔrml!,5.92,1.32,NaN
abolition,æbəlI∫n,6.72,1.04,13.28
abominate,əbɑmənet,1.1,0.6,15
abortionist,əbɔr∫nIst,5.33,0.7,15
abrogated,æbrəgedəd,4.85,0.48,15.22
absolutely,æbsəlutl!,10.52,3.76,7.08
absoluteness,æbsəlutnəs,3.14,0.3,12.68
absolution,æbsəlu∫n,4.94,1.69,11.71
absorbency,əbzɔrbəns!,4.41,NULL,NaN
abstractedness,əbstræktədnəs,0.69,NULL,NaN
abstractionists,əbstræk∫nIsts,1.1,NULL,NaN
absurdities,əbsɝdəd!z,5.7,0.85,13.21
absurdity,əbsɝdəd!,6.99,1.52,13.21
academic,ækədɛmIk,9.78,2.38,9.74
academics,ækədɛmIks,7.5,1.56,9.74
academies,əkædəm!z,6.87,0.9,9.05
academy,əkædəm!,9.4,2.8,9.05
Acapulco,ækəpʊlko,5.19,1.92,NaN
accelerate,əksɛlɝret,7.77,1.82,10.74
accentuate,əksɛn©uet,5.08,1.28,13.24
accentuates,əksɛn©uets,4.04,0.7,13.24
acceptable,əksɛptəbl,9.7,2.43,9.84
accessible,əksɛsəbl,9.28,1.76,9.94
accessories,əksɛsɝr!z,8.65,1.89,11.15
accessory,əksɛsɝr!,7.2,2.17,11.15
accidental,æksədɛndl,7.76,2.19,6.75
acclamation,ækləme∫n,3.26,0.3,14
acclimatized,əklĨmətĨzd,2.83,0.48,NaN
accommodate,əkɑmədet,7.81,2.04,9.9
accommodates,əkɑmədets,4.91,0.6,9.9
accompanied,əkʌmpən!d,8.4,2.03,10.75
accompanies,əkʌmpən!z,6.58,1.15,10.75
accompanist,əkʌmpənIst,5.05,1.04,12.78
accompanists,əkʌmpənIsts,4.29,0.3,12.78
accompany,əkʌmpən!,7.67,2.39,10.75
accomplices,əkɑmplIsəz,5.39,1.77,9.78
accomplishes,əkɑmplI∫əz,6.38,0.9,7.84
accomplishing,əkɑmplI∫Iŋ,6.56,1.43,7.84
accomplishment,əkɑmplI∫mənt,7.17,1.99,9
accomplishments,əkɑmplI∫mənts,7.6,1.91,9
accordingly,əkɔrdIŋl!,8.54,1.97,NaN
accountable,əkĂndəbl,7.76,1.86,11.7
accredited,əkrɛdədəd,6.96,1.23,13.89
accumulate,əkyumyəlet,7.24,1.48,12.3
accumulates,əkyumyəlets,5.52,1.08,12.3
accuracy,ækyərəs!,9.26,1.89,9.71
accurately,ækyərətl!,8.59,1.77,NaN
accusation,ækyəze∫n,7.69,2.16,10.17
accusations,ækyəze∫nz,8.15,2.19,10.17
accusative,əkyuzədIv,4.63,NULL,13.33
accusingly,əkyuzIŋl!,3.66,NULL,NaN
acetylene,əsɛdəl!n,4.41,1.38,16.88
acidity,əsIdəd!,5.55,1.04,12.78
acknowledgement,əknɑlIĵmənt,7.51,1.34,9.95
acknowledges,əknɑlIĵəz,6.97,1.15,9.11
acknowledging,əknɑlIĵIŋ,7.1,1.57,9.11
acknowledgment,əknɑlIĵmənt,6.85,1.43,9.95
acknowledgments,əknɑlIĵmənts,6.01,0.3,9.95
acoustical,əkustIkl,5.6,0.85,12.9
acoustically,əkustIkl!,5.06,0.3,NaN
acquiescence,ækw!ɛsns,4.51,0.78,13.61
acquiescent,ækw!ɛsnt,2.94,0.3,14.18
acquisition,ækwəzI∫n,8.52,1.88,13.63
acquisitions,ækwəzI∫nz,7,1.53,13.63
acquisitive,əkwIzədIv,3.69,0.6,14.19
acrimonious,ækrəmon!əs,4.73,0.9,16.3
acrimony,ækrəmon!,4.49,1.08,14.75
acrobatic,ækrəbædIk,5.12,1.11,9.38
acrobatics,ækrəbædIks,5.99,1.08,9
Acropolis,əkrɑpəlIs,4.69,0.85,NaN
activated,æktəvedəd,8.09,2.34,11.11
activating,æktəvedIŋ,6.48,1.65,11.11
activation,æktəve∫n,7.56,1.64,9.78
activism,æktəvIzm,7.35,1,11.89
activities,æktIvəd!z,10.4,2.64,6.47
activity,æktIvəd!,10.18,2.82,6.47
actuary,æk©uɛr!,3.89,0.9,17.27
acupuncture,ækyəpʌŋk©ɝ,6.26,1.58,11.79
adamantly,ædəməntl!,5.8,0.48,NaN
adaptable,ədæptəbl,6.69,1.26,9.37
adaptation,ædæpte∫n,7.6,1.91,11.39
adaptations,ædæpte∫nz,6.23,0.6,11.39
additional,ədI∫nəl,10.93,2.48,9
adequacy,ædəkwəs!,6.01,0.3,12.5
adequately,ædəkwətl!,7.96,1.45,NaN
adirondack,ædərɑndæk,5.86,NULL,NaN
adirondacks,ædərɑndæks,4.78,NULL,NaN
adjectival,æĵIktĨvl,3.66,NULL,NaN
adjudicate,əĵudIket,4.76,0.78,15.25
adjustable,əĵʌstəbl,7.85,1.23,8.95
administer,ədmInəstɝ,7.75,1.93,9.42
administered,ədmInəstɝd,8.02,1.89,9.42
administers,ədmInəstɝz,5.95,0.85,9.42
admirable,ædmɝəbl,6.9,2.13,11.42
admirably,ædmɝəbl!,6.03,1.34,NaN
admiralty,ædmɝrəlt!,5.53,1.54,11.41
admiration,ædmɝe∫n,7.23,2.03,8.95
admiringly,ədmĨrIŋl!,3.53,NULL,NaN
admissible,ədmIsəbl,5.9,1.58,13.1
admittedly,ədmIdədl!,8.34,1.68,NaN
admonishing,ədmɑnI∫Iŋ,4.13,0.48,NaN
admonishments,ədmɑnI∫mənts,3.66,0.3,NaN
admonition,ædmənI∫n,5.7,0.78,13.86
admonitions,ædmənI∫nz,4.53,0.3,13.86
adolescence,ædlɛsns,6.67,1.65,10.42
adolescent,ædlɛsnt,7.33,1.98,11.05
adolescent's,ædlɛsnts,0.69,NULL,NaN
adolescents,ædlɛsnts,6.77,1.48,11.05
adorable,ədɔrəbl,6.84,2.73,6.94
adoration,ædɝe∫n,6.07,1.49,11.8
adrenalin,ədrɛnəlIn,5.77,1.46,11.65
Adriatic,edr!ædIk,5.69,0.95,NaN
adulation,æĵule∫n,5.2,1.18,12.72
adulterant,ədʌltɝrənt,1.61,0.3,12.86
adulterate,ədʌltɝret,2.94,0.3,13.76
adulterer,ədʌltɝrɝ,4.49,1.32,11.63
adulterers,ədʌltɝrɝz,5.06,0.9,11.63
adulterous,ədʌltɝrəs,4.98,1.26,11.65
adultery,ədʌltɝr!,7.11,2,11.84
advantageous,ædvənteĵəs,6.94,1.32,12.62
advantages,ədvændIĵəz,9.2,2.16,9.32
adventitious,ædvɛntI∫əs,2.89,NULL,NaN
adventurers,ədvɛn©ɝɝz,7.06,1.08,7.79
adventuring,ədvɛn©ɝIŋ,5.41,0.7,NaN
adventurous,ədvɛn©ɝəs,6.97,1.8,10
adversaries,ædvɝsɛr!z,6.03,1.51,12.67
adversary,ædvɝsɛr!,6.6,1.89,12.67
adversity,ədvɝsəd!,5.77,1.74,11.79
advertisement,ædvɝtĨzmənt,8.49,1.79,7.67
advertisements,ædvɝtĨzmənts,8.27,1.42,7.67
advertiser,ædvɝtĨzɝ,7.05,0.95,11
advertisers,ædvɝtĨzɝz,7.82,1.4,11
advertises,ædvɝtĨzəz,6.73,0.9,9.63
advertising,ædvɝtĨzIŋ,9.99,2.58,9.95
advisable,ədvĨzəbl,7.09,1.61,10.75
advisedly,ədvĨzədl!,3.4,0.78,NaN
advisory,ədvĨzɝr!,8.36,1.72,11.55
advocacy,ædvəkəs!,8.25,1.2,14.06
advocated,ædvəkedəd,7.37,1.28,11.11
advocating,ædvəkedIŋ,8.04,1.26,11.11
aerobatic,ɛrəbædIk,5.22,NULL,NaN
aeronautics,ɛrənɔdIks,6.57,1,12.35
aerosolized,ɛrəsɑlĨzd,3.58,0.6,NaN
affectation,æfɛkte∫n,4.62,0.9,13.82
affectingly,əfɛktIŋl!,NULL,NULL,NaN
affectionate,əfɛk∫nət,7.07,2.06,8.5
affidavit,æfədevət,6.61,2,15.69
affidavits,æfədevəts,5.9,1.51,15.69
affiliate,əfIl!et,7.81,1.2,12
affiliates,əfIl!ets,7.49,1.26,12
affinities,əfInəd!z,4.5,NULL,NaN
affinity,əfInəd!,7.13,1.48,12.22
affirmation,æfɝme∫n,6.77,1.45,12.56
affirmations,æfɝme∫nz,6.12,1.04,12.56
affirmative,əfɝmədIv,8.75,2.38,10.67
Afghanistan,æfgænəstæn,7.48,1.97,NaN
aforementioned,əfɔrmɛn∫nd,8,1.4,14.58
aftereffect,æftɝIfɛkt,3.58,0.6,12.06
Agamemnon,ægəmɛmnɑn,5.14,1.86,NaN
Agamemnon's,ægəmɛmnɑnz,2.77,NULL,NaN
agglomerate,əglɑmɝrət,2.48,NULL,15.67
aggravated,ægrəvedəd,6.68,1.81,8.61
aggravation,ægrəve∫n,5.87,1.78,9.11
aggregation,ægrəge∫n,5.76,0.48,14.56
aggregations,ægrəge∫nz,4.34,NULL,NaN
aggressively,əgrɛsIvl!,7.16,1.56,NaN
aggressiveness,əgrɛsIvnəs,5.92,1.32,11.06
agility,əĵIləd!,7.11,1.38,10.06
agitated,æĵətedəd,6.26,2.11,10.12
agitating,æĵətedIŋ,4.8,0.9,NaN
agitation,æĵəte∫n,6.69,1.42,11.5
agitator,æĵətedɝ,5.37,1.08,11.84
agitators,æĵətedɝz,4.36,1.15,11.84
agonizes,ægənĨzəz,3.26,NULL,NaN
agonizing,ægənĨzIŋ,6.14,1.57,10.89
agreeableness,əgr!əblnəs,1.39,NULL,NaN
agriculture,ægrIkʌl©ɝ,8.61,1.76,10.32
agriculture's,ægrIkʌl©ɝz,3.26,NULL,NaN
agronomy,əgrɑnəm!,5.18,NULL,NaN
Alabama,æləbæmə,8.56,2.37,NaN
Alabamans,æləbæmənz,1.79,NULL,NaN
alabaster,æləbæstɝ,7.44,1.54,13.67
alarmingly,əlɑrmIŋl!,4.84,0.95,NaN
alcoholic,ælkəhɑlIk,7.51,2.5,9.95
alcoholics,ælkəhɑlIks,6.9,1.74,9.95
Alexander,ælIgzændɝ,9.66,2.69,NaN
Alexander's,ælIgzændɝz,6.05,NULL,NaN
Alexandria,ælIgzændr!ə,8.52,1.59,NaN
algebraic,ælĵəbreIk,6.84,0.6,11.11
algorithm,ælgɝrIðəm,9.3,1.45,14.56
alienable,el!ənəbl,1.39,NULL,NaN
alienated,el!ənedəd,6.45,1.62,13.05
alienation,el!əne∫n,6.14,1.36,13.47
alimony,æləmon!,5.74,2.12,14.47
allegation,æləge∫n,6.92,1.45,11.84
allegations,æləge∫nz,8.33,2.05,11.84
allegedly,əlɛĵədl!,8.39,2.06,NaN
allegiances,əl!ĵənsəz,4.16,1,8.42
allegoric,æləgɔrIk,1.39,NULL,NaN
allegory,æləgɔr!,6.22,1.11,14.16
allegretto,æləgrɛdo,3.26,NULL,NaN
Alleluia,æləluyə,4.19,1.51,NaN
alleviate,əl!v!et,7.25,1.38,11.39
alligator,æləgedɝ,6.58,2.25,4.78
alligatored,æləgedɝd,NULL,NULL,NaN
alliterate,əlIdɝret,2.3,NULL,NaN
allocable,æləkəbl,NULL,NULL,NaN
allocated,æləkedəd,9.79,0.9,13.78
allocation,æləke∫n,8.35,1.04,12.42
allocations,æləke∫nz,6.55,0.6,12.42
allopathic,æləpæθIk,4.78,NULL,NaN
allopathy,əlɑpəθ!,4.01,NULL,NaN
allusiveness,əlusIvnɛs,NULL,NULL,NaN
alphabetic,ælfəbɛdIk,6.67,NULL,NaN
alphabetized,ælfəbətĨzd,5.25,1.18,7.11
alteration,ɔltɝe∫n,7.81,1.57,10.17
alterations,ɔltɝe∫nz,7.01,1.69,10.17
altercation,ɔltɝke∫n,4.99,1.58,11.67
alternated,ɔltɝnedəd,5.25,0.78,8.83
alternately,ɔltɝnətl!,7.44,0.7,NaN
alternating,ɔltɝnedIŋ,7.18,1.34,12
alternation,ɔltɝne∫n,4.88,0.48,12.32
alternative,ɔltɝnədIv,10.34,2.68,10.11
alternatives,ɔltɝnədIvz,9.06,1.92,10.11
alternator,ɔltɝnedɝ,6.77,1.28,11.32
altogether,ɔltəgɛðɝ,8.6,2.52,8.35
altruism,æltruIzm,6.3,1.08,15.79
aluminium,ælyəmIn!əm,6.89,1.11,NaN
aluminum,əlumənəm,8.76,2.06,7.26
amalgamate,əmælgəmet,3.26,NULL,NaN
amateurish,æmədɝI∫,5.33,1.3,12.57
amatory,æmətɔr!,0.69,NULL,NaN
amazingly,əmezIŋl!,7.91,1.96,NaN
Amazonian,æməzon!ən,4.45,1.23,NaN
ambassador,æmbæsədɝ,8.54,2.84,11
ambassador's,æmbæsədɝz,5.07,NULL,NaN
ambassadors,æmbæsədɝz,6.86,1.64,11
ambidextrous,æmbIdɛkstrəs,5.12,1.11,11.84
ambiguities,æmbIgyuəd!z,5.86,0.7,14.06
ambiguity,æmbIgyuəd!,7.15,1.18,14.06
ambitiously,æmbI∫əsl!,2.2,0.3,NaN
ambivalence,æmbIvələns,5.22,1.11,13.37
ambivalent,æmbIvələnt,5.63,1.11,12.12
ambulances,æmbyələnsəz,5.24,1.81,6.16
ameliorate,əm!lyəret,5.11,0.48,13.67
amenable,əm!nəbl,6.22,1,14.14
amendable,əmɛndəbl,3.33,NULL,NaN
amenity,əmɛnəd!,3.53,NULL,NaN
America,əmɛrəkə,11.27,3.6,NaN
America's,əmɛrəkəz,8.69,NULL,NaN
American,əmɛrəkən,11.69,3.72,NaN
American's,əmɛrəkənz,6.02,NULL,NaN
Americans,əmɛrəkənz,10.34,3.11,NaN
Americas,əmɛrəkəz,7.97,1.45,NaN
amicable,æmIkəbl,5.16,1.15,12.95
amicably,æmIkəbl!,4.49,1.04,NaN
ammunition,æmyənI∫n,8.01,2.48,9.67
amorphously,əmɔrfəsl!,1.1,NULL,NaN
amphetamine,æmfɛdəm!n,5.77,1.2,15.53
amphetamines,æmfɛdəm!nz,5.45,1.43,15.53
amphitheater,æmfəθ!ədɝ,5.23,0.78,11.84
amplifying,æmpləfĨIŋ,4.96,0.9,12.06
amputated,æmpyətedəd,5.61,1.4,9.6
amputation,æmpyəte∫n,5.3,1.64,11.89
amusedly,əmyuzədl!,3.22,0.3,NaN
amusingly,əmyuzIŋl!,4.87,0.7,NaN
anaconda,ænəkɑndə,5.1,1.4,10.06
anaconda's,ænəkɑndəz,NULL,NULL,NaN
anacondas,ænəkɑndəz,2.71,1.04,10.06
anaerobic,ænɛrobIk,6.42,0.7,13.12
anaesthetic,ænəsθɛdIk,5.19,1.36,NaN
anaesthetize,ənɛsθətĨz,NULL,0.3,14.18
analeptic,ænəlɛptIk,NULL,0.3,15.6
analogies,ənæləĵ!z,6.72,0.85,11.33
analogous,ənæləgəs,7.6,0.7,14.4
analogy,ənæləĵ!,8.85,1.77,11.33
analyses,ænlĨzəz,7.96,0.9,11.32
analysis,ənæləsIs,10.77,2.75,11.32
analytic,ænlIdIk,7.03,0.7,12.61
analyzer,ænlĨzɝ,7.38,1.43,11.37
analyzes,ænlĨzəz,6.43,1.08,11.39
analyzing,ænlĨzIŋ,7.8,1.97,11.39
anarchical,ænɑrkIkl,2.3,NULL,NaN
anarchism,ænɝkIzm,6.14,0.48,12.46
anatomic,ænətɑmIk,4.32,0.7,12.53
anatomy,ənædəm!,7.75,2.21,11.94
ancillary,ænsəlɛr!,6.37,1.08,13.78
androgynous,ændrɑĵənəs,5.69,0.85,15.8
anecdotal,ænIkdodl,7.48,1.3,12.47
anemone,ənɛmən!,4.8,1.15,13.07
anesthetic,ænəsθɛdIk,6.13,1.84,13.05
anesthetics,ænəsθɛdIks,5.12,1,13.05
anesthetized,ənɛsθətĨzd,4.22,1.08,12.78
Angelica,ænĵɛlIkə,5.64,1.93,NaN
Angelina,ænĵəl!nə,4.85,1.77,NaN
Anglicism,æŋgləsIzm,NULL,NULL,NaN
Anglophilia,æŋgləfIl!ə,2.08,0.3,NaN
Anglophobia,æŋgləfob!ə,1.79,NULL,NaN
anhydrously,ænhĨdrəsl!,NULL,NULL,NaN
animated,ænəmedəd,8.51,1.79,7
animation,ænəme∫n,9.59,1.8,8.53
animism,ænəmIzm,3.53,NULL,NaN
anionic,ænĨɑnIk,1.79,NULL,NaN
Annapolis,ənæpəlIs,6.98,1.63,NaN
annexation,ænɛkse∫n,6.06,0.9,13.85
annihilation,ənĨəle∫n,6.66,1.62,12.06
annotation,ænəte∫n,6.2,NULL,NaN
anomalies,ənɑməl!z,6.96,1.59,12.44
anomalous,ənɑmələs,6.54,1.26,15.1
anomaly,ənɑməl!,7.61,1.81,12.44
anonymous,ənɑnəməs,11.01,2.63,10.26
anorexia,ænɝrɛks!ə,5.86,1.15,13.11
answerable,ænsɝəbl,5.47,1,9.35
antagonist,æntægənIst,5.88,1.15,11.17
antagonists,æntægənIsts,5.86,0.95,11.17
antagonize,æntægənĨz,5.25,1.45,12.28
Antarctica,æntɑrktIkə,6.74,1.73,NaN
antecedent,ændIs!dnt,5.55,0.6,15.29
antecedents,ændIs!dnts,5.37,0.78,15.29
antechamber,ænd!©embɝ,3,0.7,15.77
anteriors,ænt!r!ɝz,2.08,NULL,NaN
anthologize,ænθɑləĵĨz,1.39,NULL,NaN
anthology,ænθɑləĵ!,7.65,1.18,14.47
antiaircraft,ænd!ɛrkræft,4.2,1.42,12.06
antibodies,ændIbɑd!z,7.19,1.49,12.47
antibody,ændIbɑd!,7,1.15,12.47
anticipate,æntIsəpet,7.65,2.11,10.6
anticipates,æntIsəpets,5.25,0.9,10.6
anticlimax,ænd!klĨmæks,3.22,0.7,14.88
antihero,ænd!hIro,3.37,0.3,NaN
antimatter,ænd!mædɝ,6.56,1.04,14.84
antipathy,æntIpəθ!,5.11,0.7,13.25
antiquary,ændəkwɛr!,0.69,NULL,NaN
antiquated,ændəkwedəd,6.11,1.46,13.57
antiquities,æntIkwəd!z,8.63,1.43,13.18
antiquity,æntIkwəd!,6.87,1.18,13.18
antiseptic,ænd!sɛptIk,5.34,1.65,9.95
antiserum,æntIs!rəm,2.08,1,13.8
antisocial,ænd!so∫l,6.27,1.62,11.47
antithesis,æntIθəsIs,5.97,1.23,13.38
antithyroid,ænd!θĨrœd,0.69,NULL,NaN
antitoxin,ænd!tɑksn,3.58,1.28,13.57
Antonio,ænton!o,8.94,2.51,NaN
anybody,ɛn!bɑd!,11.14,4.06,5.11
anybody's,ɛn!bɑd!z,6.93,NULL,NaN
apathetic,æpəθɛdIk,6.14,1.28,14.6
aperitif,əpɛrIt!f,2.56,1.3,15.22
aphorism,æfɝrIzm,4.68,0.3,16.2
Aphrodite,æfrədĨd!,5.36,2.01,NaN
apiary,ep!ɛr!,3.09,0.48,15.31
apiculture,epIkʌl©ɝ,2.83,NULL,NaN
apocalypse,əpɑkəlIps,7.7,2.1,12.78
Apollonian,æpəlon!ən,2.08,0.3,NaN
