_Word,Pron,Log_Freq_HAL,Log_Freq_SUBTLEX,aoa
underproof,əndɝpruf,NULL,NULL,NaN
underquote,əndɝkwot,NULL,NULL,NaN
underrate,ʌndɝret,3.99,1.08,13.21
underscore,ʌndɝskɔr,6.53,0.6,12.21
underscored,ʌndɝskɔrd,5.51,0.3,NaN
undersea,ʌndɝs!,5.89,1.61,6.25
undersell,ʌndɝsɛl,2.77,0.48,13.94
undersexed,ʌndɝsɛkst,2.71,0.6,14.6
undershirt,ʌndɝ∫ɝt,4.11,1.2,5.56
undershoot,ʌndɝ∫ut,2.89,0.48,13.06
underside,ʌndɝsĨd,7.07,1.11,10
undersign,ʌndɛrsĨn,NULL,NULL,NaN
undersize,ʌndɝsĨz,3.37,0.3,8.42
undersized,ʌndɝsĨzd,5.12,0.7,9.11
understaffed,ʌndɝstæft,4.62,1.36,12.68
understand,ʌndɝstænd,11.59,4.39,6.17
understands,ʌndɝstændz,8.4,2.74,6.17
understate,ʌndɝstet,4.36,0.78,12.26
understates,ʌndɝstets,3.85,NULL,NaN
understock,əndɝstɑk,1.1,NULL,NaN
understood,ʌndɝstʊd,9.51,3.21,6.17
undertake,ʌndɝtek,7.17,1.72,11.48
undertakes,ʌndɝteks,4.74,NULL,NaN
undertone,ʌndɝton,4.11,0.3,11.61
undertook,ʌndɝtʊk,5.57,1.08,11.48
undertow,ʌndɝto,7.37,1.45,12.88
underway,ʌndɝwe,7.84,2.17,NaN
underwear,ʌndɝwɛr,8.13,3.04,3.94
underweight,ʌndɝwet,4.69,1.08,7.74
underwent,ʌndɝwɛnt,6.29,1.34,10.89
underwood,ʌndɝwʊd,6.95,1.62,NaN
underwood's,ʌndɝwʊdz,2.83,NULL,NaN
underworld,ʌndɝwɝld,8.66,2.26,9.45
underwrite,ʌndɝrĨt,5.32,1.08,12.24
undeserved,ʌndIzɝvd,5.43,0.9,9.95
undeterred,ʌndItɝd,4.01,0.7,10.88
undisclosed,ʌndIsklozd,5.69,1.08,11.37
undisguised,ʌndIsgĨzd,3.71,0.3,10.56
undismayed,ʌndIsmed,NULL,NULL,NaN
undisturbed,ʌndIstɝbd,5.73,1.57,9.37
undoing,ʌnduIŋ,7.68,1.56,8.08
undressing,ʌndrɛsIŋ,5.63,1.57,5.28
undulate,ʌnĵulet,3.53,0.3,NaN
unduly,ʌndul!,6.06,1.4,NaN
undying,ʌndĨIŋ,5.93,1.65,10.44
uneasy,ʌn!z!,6.68,2.03,9.16
uneaten,ʌn!tn,3.69,0.95,7.76
unemployed,ʌnImplœd,7.82,2.27,11.33
unending,ʌnɛndIŋ,5.77,1.42,9
unequal,ʌn!kwəl,6.66,1.04,9.26
unequaled,ʌn!kwəld,4.37,0.7,11.21
unequalled,ʌn!kwəld,4.09,0.6,11.21
unerring,ʌnɛrIŋ,4.32,0.48,13.6
uneven,ʌn!vn,7.12,1.6,7.33
unexplained,ʌnIksplend,6.93,1.9,8.11
unexplored,ʌnIksplɔrd,5.56,1.38,8.42
unfailing,ʌnfelIŋ,3.89,1,11.59
unfaithful,ʌnfeθfl,5.45,2.08,10.38
unfastened,ʌnfæsnd,4.93,1.04,7.95
unfeeling,ʌnf!lIŋ,5.21,1.53,9.94
unfertile,ʌnfɝdl,1.1,NULL,NaN
unfettered,ʌnfɛdɝd,5.8,1.28,13.93
unfinished,ʌnfInI∫t,7.21,2.26,7.74
unfitting,ʌnfIdIŋ,2.2,0.3,NaN
unflagging,ʌnflægIŋ,3.09,0.7,13.53
unflinching,ʌnflIn©Iŋ,5.18,0.9,11.33
unfolded,ʌnfoldəd,5.75,1.2,8
unfolding,ʌnfoldIŋ,6.23,1.42,8
unforeseen,ʌnfɔrs!n,5.59,1.48,12.11
unforseen,ʌnfɔrsɛɛn,5.53,0.3,NaN
unfounded,ʌnfĂndəd,7.24,1.51,12.26
unfriendly,ʌnfrɛndl!,6.61,1.73,7
unfrocking,ʌnfrɑkIŋ,NULL,NULL,NaN
unfrosted,ʌnfrɔstəd,2.3,NULL,NaN
unfrozen,ʌnfrozn,4.42,1,6.42
unfruitful,ʌnfrutfl,3.14,NULL,NaN
unfulfilled,ʌnfʊlfIld,5.55,1.32,11.39
unfurnished,ʌnfɝnI∫t,3.43,0.7,10.58
ungainly,ʌngenl!,4.47,0.6,10.43
ungallant,ʌngælənt,1.79,0.48,12
ungodly,ʌngɑdl!,5.78,1.49,8.7
ungoverned,ʌngʌvɝnd,2.83,0.6,11.53
ungracious,ʌngre∫əs,3.85,0.78,11.11
ungrateful,ʌngretfl,5.82,2.37,9.15
ungrudging,ʌngrʌĵIŋ,NULL,NULL,NaN
unguarded,ʌngɑrdəd,4.99,1.57,10.58
unguided,ʌngĨdəd,4.22,0.6,10.83
unhappy,ʌnhæp!,8.24,2.93,4.89
unhealthy,ʌnhɛlθ!,7.15,1.92,6.78
unheated,ʌnh!dəd,4.66,0.3,8.5
unheeded,ʌnh!dəd,4.61,0.85,12.28
unheeding,ʌnh!dIŋ,1.95,NULL,NaN
unholy,ʌnhol!,8.28,1.84,9.42
unhurried,ʌnhɝr!d,4.39,NULL,NaN
unicorn,yunIkɔrn,8.17,2.1,4.83
unified,yunəfĨd,8.07,1.78,11.44
unifies,yunəfĨz,5.1,0.48,10.39
uniform,yunəfɔrm,9,3.1,5.6
uniformed,yunəfɔrmd,6.36,1.48,7.94
uniforms,yunəfɔrmz,7.89,2.61,5.6
unify,yunəfĨ,7.04,1.18,10.39
unimpaired,ʌnImpɛrd,3.5,0.48,11.42
unimpressed,ʌnImprɛst,6.04,1.23,9.5
unimproved,ʌnImpruvd,4.11,0.3,9.84
uninfluenced,ʌnInfluənst,3.22,NULL,NaN
uninformed,ʌnInfɔrmd,7.38,1.2,12.35
uninjured,ʌnInĵɝd,4.16,0.78,8.84
uninspired,ʌnInspĨrd,5.43,1.28,11
uninvolved,ʌnInvɑlvd,4.91,1.08,10.95
unionist,yunyənIst,6.24,0.3,13.88
unionize,yunyənĨz,3.64,0.78,15.63
uniquely,yun!kl!,7.26,1.58,NaN
uniqueness,yun!knəs,6.55,1.28,10.68
unisex,yun!sɛks,6.26,1.57,11.4
unison,yunIsn,6.76,1.34,11.12
united,yunĨdəd,11.32,3.41,NaN
unities,yunəd!z,2.48,0.3,9.48
uniting,yunĨdIŋ,6.2,1.2,7.89
unitized,yunItĨzd,2.89,NULL,NaN
unity,yunəd!,8.56,2.14,9.48
universe,yunəvɝs,10.47,3.11,9.26
unknowing,ʌnnoIŋ,5.43,1.15,8.5
unlacing,ʌnlesIŋ,1.79,0.3,NaN
unlawful,ʌnlɔfl,7.22,1.6,11.32
unleashing,ʌnl!∫Iŋ,5.35,1.26,8.37
unleavened,ʌnlɛvnd,4.53,0.3,12.92
unlettered,ʌnlɛdɝd,3.93,NULL,NaN
unlicensed,ʌnlĨsnst,5.97,1.32,11.33
unlikely,ʌnlĨkl!,9.43,2.41,8.79
unlisted,ʌnlIstəd,6.54,1.7,11.21
unloaded,ʌnlodəd,6.83,1.88,7.86
unloader,ʌnlodɝ,2.3,NULL,NaN
unloading,ʌnlodIŋ,6.5,1.95,7.86
unlocking,ʌnlɑkIŋ,5.57,1.51,7.06
unlovely,ʌnlʌvl!,2.71,0.48,10.06
unlucky,ʌnlʌk!,7.02,2.32,7.05
unmanaged,ʌnmænəĵd,4.57,NULL,NaN
unmannered,ʌnmænɝd,0.69,0.48,9.94
unmarried,ʌnmær!d,7.01,2.02,9
unmated,ʌnmedəd,0.69,NULL,NaN
unmeasured,ʌnmɛʒrd,3.33,NULL,NaN
unmindful,ʌnmĨndfl,3.22,NULL,NaN
unnatural,ʌnnæ©rəl,7.45,2.15,9.44
unneeded,ʌnn!dəd,6.56,0.6,10.63
unnerving,ʌnnɝvIŋ,5.39,1.28,11.84
unnoticed,ʌnnodəst,6.87,1.8,9.63
unnourished,ʌnnɝrI∫t,NULL,NULL,NaN
unnumbered,ʌnnʌmbɝd,5.56,0.78,9.18
unopened,ʌnopənd,8.44,1.46,7.06
unpacking,ʌnpækIŋ,6.09,1.76,7.53
unpadded,ʌnpædəd,3.37,NULL,NaN
unperceived,ʌnpɝs!vd,2.08,NULL,NaN
unperformed,ʌnpɝfɔrmd,NULL,NULL,NaN
unplayable,ʌnpleəbl,6.1,NULL,NaN
unpleasant,ʌnplɛznt,8.02,2.49,9.32
unprepared,ʌnprIpɛrd,6.26,1.9,8
unprompted,ʌnprɑmptəd,2.3,0.3,10.48
unprovoked,ʌnprəvokt,5.77,1.4,12.28
unpublished,ʌnpʌblI∫t,7.25,1.11,12.05
unpunished,ʌnpʌnI∫t,5.66,1.57,8.05
unquestioned,ʌnkwɛs©ənd,5.23,1.15,10.61
unravel,ʌnrævl,5.75,1.7,10.16
unready,ʌnrɛd!,4.17,NULL,NaN
unreason,ʌnr!zn,4.25,0.48,11.88
unredeemed,ʌnrId!md,3.22,0.3,13.58
unreeling,ʌnr!lIŋ,NULL,NULL,NaN
unrehearsed,ʌnrIhɝst,3.93,0.78,11.26
unreleased,ʌnrIl!st,7.22,0.48,10.74
unrelieved,ʌnrIl!vd,3.26,0.3,11.45
unreserved,ʌnrIzɝvd,4.13,NULL,NaN
unresolved,ʌnrIzɑlvd,7.02,1.63,10.05
unrestrained,ʌnrIstrend,5.93,0.9,12.83
unrifled,ʌnrĨfld,NULL,NULL,NaN
unrivalled,ʌnrĨvld,3.81,0.78,12.85
unruffled,ʌnrʌfld,3.22,0.48,9.17
unruly,ʌnrul!,5.76,1.57,9.68
unsaddle,ʌnsædl,NULL,0.6,10
unsalted,ʌnsɔltəd,5.17,0.6,7.26
unscramble,ʌnskræmbl,4.39,1.08,10.11
unscripted,ʌnskrIptəd,3.14,0.6,12.26
unseasoned,ʌns!znd,2.71,0.3,12.44
unseeing,ʌns!Iŋ,3.3,0.3,10.21
unseemly,ʌns!ml!,5,1.42,NaN
unselfish,ʌnsɛlfI∫,5.5,1.65,9
unservile,ʌnsɝvl,NULL,NULL,NaN
unsettle,ʌnsɛdl,3.33,0.6,9.74
unsettled,ʌnsɛdld,6.13,1.56,9.74
unsharpened,ʌn∫ɑrpənd,2.2,NULL,NaN
unshaven,ʌn∫evn,4.3,0.85,10
unshielded,ʌn∫!ldəd,5.47,0.3,11.19
unsightly,ʌnsĨtl!,5.43,1.3,10.79
unsmiling,ʌnsmĨlIŋ,2.64,0.85,8.83
unsocial,ʌnso∫l,3.3,0.7,9.47
unsolder,ʌnsɑdɝ,4.04,NULL,NaN
unspoken,ʌnspokən,6.09,1.77,9.3
unspotted,ʌnspɑdəd,2.56,0.3,7.89
unstable,ʌnstebl,8.71,2.42,10.42
unstapled,ʌnstepld,2.64,NULL,NaN
unsteady,ʌnstɛd!,5.49,1.26,7.7
unstilted,ʌnstIltəd,NULL,NULL,NaN
unstructured,ʌnstrʌk©ɝd,5.53,0.48,12.95
unstudied,ʌnstʌd!d,2.64,0.3,11.06
unsuited,ʌnsudəd,5.28,0.78,13.47
unsullied,ʌnsʌl!d,4.09,0.9,11.42
unsurpassed,ʌnsɝpæst,6.05,1.15,12.84
untangle,ʌntæŋgl,4.91,1.2,6.84
unthinking,ʌnθIŋkIŋ,5.7,0.48,9.44
untidy,ʌntĨd!,4.66,1.34,8.72
untimely,ʌntĨml!,5.94,1.65,10
untiring,ʌntĨrIŋ,3.83,0.85,12.18
untoward,ʌntəwɔrd,5.02,1.28,12.93
untreated,ʌntr!dəd,6.3,1,9.89
untruthful,ʌntruθfl,3.97,0.78,6.74
unusual,ʌnyuʒuəl,9.45,3.08,8.56
unuttered,ʌnʌdɝd,1.61,0.48,12.64
unvarnished,ʌnvɑrnI∫t,3.87,0.85,11.82
unwanted,ʌnwɑndəd,8.25,1.85,6.39
unwelcome,ʌnwɛlkəm,6.5,1.58,8.65
unwholesome,ʌnholsm,4.29,0.85,11.68
unwieldy,ʌnw!ld!,5.65,0.85,12.42
unwilling,ʌnwIlIŋ,8.08,1.78,8.61
unwinding,ʌnwĨndIŋ,4.64,0.85,8.42
unwisely,ʌnwĨzl!,4.53,0.48,NaN
unwitting,ʌnwIdIŋ,6,1.18,12.38
unwonted,ʌnwɔndəd,1.61,NULL,NaN
unworthy,ʌnwɝð!,6.65,1.99,10.84
unwounded,ʌnwundəd,2.64,NULL,NaN
unwrinkled,ʌnrIŋkld,2.3,0.6,8.5
unwritten,ʌnrItn,6.06,1.52,10.68
unyielding,ʌny!ldIŋ,5.05,0.95,13.47
upbringing,ʌpbrIŋIŋ,6.77,1.78,9.26
upcoming,ʌpkʌmIŋ,9.11,1.95,9.25
upcountry,ʌpkʌntr!,3.33,0.9,12
updated,ʌpdedəd,10.34,1.83,9
upgraded,ʌpgredəd,9.24,1.71,9.17
upgrading,ʌpgredIŋ,8.81,1.18,9.17
upheaval,ʌph!vl,6.4,1.32,12.76
upholders,ʌpholdɝz,2.71,NULL,NaN
upholding,ʌpholdIŋ,6.18,1.15,10.58
upholster,ʌpholstɝ,0.69,NULL,NaN
upholstered,ʌpholstɝd,4.14,1,NaN
uplifting,ʌplIftIŋ,5.97,1.56,10.22
uppercut,ʌpɝkʌt,7.04,1.48,12.05
uppermost,ʌpɝmost,4.8,0.78,9.85
uppity,əpIt!,5.48,1.63,9.83
uprising,ʌprĨzIŋ,6.91,1.78,11.17
uprisings,ʌprĨzIŋz,5.31,0.9,11.17
upriver,ʌprIvɝ,3.87,1.69,NaN
uproarious,ʌprɔr!əs,3.26,0.48,11.95
uprooted,ʌprudəd,5.38,1.18,10.25
upsetting,ʌpsɛdIŋ,6.64,2.34,5.26
upstanding,ʌpstændIŋ,5.79,1.76,10.94
uranium,yʊren!əm,7.35,2.04,10.63
Uranus,yʊrənəs,6.94,1.56,NaN
urbanize,ɝbənĨz,NULL,NULL,NaN
urbanized,ɝbənĨzd,4.32,NULL,NaN
urethane,yʊrəθen,5.47,0.78,14.44
urethra,yʊr!θrə,6.04,1.11,12.68
urgencies,ɝĵəns!z,2.2,NULL,NaN
urgency,ɝĵəns!,6.77,1.87,9.81
urgently,ɝĵəntl!,7.35,1.78,NaN
urinal,yʊrənl,5.56,1.6,8.47
urinals,yʊrənlz,4.8,1.08,8.47
urinate,yʊrənet,6.07,1.76,7.63
Uruguay,yʊrəgwĨ,6.69,1.23,NaN
Uruguayan,yʊrəgwĨən,3.93,NULL,NaN
usable,yuzəbl,8.52,1.45,7.68
usages,yusIĵəz,5.95,NULL,NaN
useable,yuzebl,7.18,0.48,9.29
usefully,yusfl!,5.92,0.6,NaN
usefulness,yusflnəs,7.64,1.46,10.3
uselessly,yusləsl!,4.65,0.9,NaN
uselessness,yusləsnəs,5.2,0.78,8.39
usually,yuʒuəl!,11.57,3.51,NaN
usurious,yuʒʊr!əs,3.26,0.3,18.22
usurper,yusɝpɝ,5.14,0.9,13.94
usury,yuʒr!,5.19,0.78,16.88
utensil,yutɛnsl,4.73,1.11,7.67
utensils,yutɛnslz,6.02,1.53,7.67
uterine,yudɝrĨn,5.51,1.28,13.8
uterus,yudɝrəs,6.74,1.97,12.84
utilize,yudlĨz,8.27,1.66,10.63
utilized,yudlĨzd,7.7,1.23,10.63
utopia,yutop!ə,7.24,1.76,NaN
utopian,yutop!ən,6.57,1.2,13.26
utopians,yutop!ənz,3.09,0.3,13.26
utopias,yutop!əz,3.99,NULL,NaN
utterance,ʌdɝəns,5.87,1.08,13.47
uttering,ʌdɝIŋ,5.48,0.85,9
utterly,ʌdɝl!,8.59,2.4,NaN
uttermost,ʌdɝmost,3.22,0.6,12.67
vacancies,vekəns!z,6.19,1.59,8.05
vacancy,vekəns!,5.95,1.66,8.05
vacated,vekedəd,5.58,1.23,10.33
vacation,veke∫n,9.16,3.22,5.22
vacations,veke∫nz,7.07,1.97,5.22
vaccinate,væksnet,6.11,0.85,10.72
vacillate,væsəlet,3.47,0.3,14.64
vacuity,vækyuəd!,3.43,NULL,NaN
vacuuming,vækyumIŋ,5.4,1.51,6.74
vagabond,vægəbɑnd,5.92,1.42,12.35
vagabonds,vægəbɑndz,4.36,0.95,12.35
vagaries,vegɝr!z,5.24,0.6,14.75
vagary,vegɝr!,2.3,0.48,14.75
vagina,vəĵĨnə,8.17,2.41,8.89
vaginal,vəĵĨnl,7.33,1.83,11.94
valentine,væləntĨn,7.82,2.89,NaN
Valerie,vælɝr!,7.46,NULL,NaN
valiantly,vælyəntl!,5.09,1.28,NaN
validate,vælədet,7.37,1.62,12.9
validly,vælIdl!,5.45,NULL,NaN
valuable,vælyəbl,9.65,2.9,8.56
valueless,vælyuləs,4.98,0.3,11
vandalize,vændlĨz,3.58,0.9,10.47
vanilla,vənIlə,8.14,2.31,4.8
vanishes,vænI∫əz,6.4,1.59,8.58
vanishing,vænI∫Iŋ,6.92,1.76,8.32
vanities,vænəd!z,5.02,1.08,11.39
vanity,vænəd!,7.12,2.32,11.39
vantagepoint,vændəĵpœnt,2.4,NULL,NaN
vaporize,vepɝĨz,5.46,1.28,10.75
vaporous,vepɝəs,3.99,0.6,13.31
variable,vɛr!əbl,9.94,1.6,10.47
variables,vɛr!əblz,9.45,1.72,10.47
varicose,værəkos,3.99,1.18,12.17
varieties,vɝrĨəd!z,7.86,1.53,7.89
variety,vɝrĨəd!,10.33,2.47,7.89
variously,vɛr!əsl!,6.16,0.6,NaN
varnishes,vɑrnI∫əz,3.89,0.3,10.26
varsity,vɑrsəd!,6.25,1.95,11.63
varying,vɛr!Iŋ,8.46,1.56,10.06
vascular,væskyəlɝ,5.94,1.94,15.11
vaseline,væsəl!n,6.49,1.62,NaN
Vatican,vædIkən,7.67,2.15,NaN
vaudeville,vɔdəvIl,4.99,1.77,NaN
vegetable,vɛĵtəbl,8.1,2.47,4.17
vegetables,vɛĵtəblz,8.39,2.53,4.17
vegetate,vɛĵətet,3.26,NULL,NaN
vehemently,v!əməntl!,6.74,1.11,NaN
vehicle,v!Ikl,9.53,3.06,6.58
vehicles,v!Iklz,9.13,2.49,6.58
velveteen,vɛlvət!n,4.01,0.7,8.87
velvety,vɛlvəd!,4.81,0.95,8
vendetta,vɛndɛdə,6.51,1.8,13.24
venerate,vɛnɝret,3.97,0.3,17
venereal,vənIr!əl,5.41,1.43,15.33
Venetian,vən!∫n,5.56,1.57,NaN
venison,vɛnIsn,5.56,1.51,11.65
venomous,vɛnəməs,6.65,1.45,8.63
ventilate,vɛndlet,4.09,1.32,12.84
ventilates,vɛndlets,1.1,0.3,12.84
ventricle,vɛntrəkl,4.04,1.49,13.5
ventricles,vɛntrəklz,3.4,0.95,13.5
venturer,vɛn©ɝɝ,2.94,NULL,NaN
venturesome,vɛn©ɝsm,2.08,0.3,13.38
venturous,vɛn©ɝəs,1.79,NULL,NaN
veracious,vɝre∫əs,2.08,NULL,NaN
veranda,vɝrændə,4.14,1.6,11.89
verandah,vɝrændə,3.81,0.7,11.89
verandas,vɝrændəz,NULL,0.3,11.89
verbalize,vɝblĨz,4.41,0.6,11.16
verbally,vɝbl!,7.02,1.6,NaN
verbatim,vɝbedIm,7.41,1.26,NaN
verbiage,vɝb!Iĵ,5.52,1.11,15.2
verified,vɛrəfĨd,8.4,2.03,10.28
verify,vɛrəfĨ,9.15,2.4,10.28
verily,vɛrəl!,6.41,1.48,NaN
verity,vɛrəd!,5.32,0.6,15.13
vermilion,vɝmIlyən,4.47,1,11.85
versatile,vɝsədl,7.63,1.69,12.25
versify,vɝsəfĨ,NULL,NULL,12.29
vertebrae,vɝdəbre,5.14,1.89,10.74
vertebral,vɝdəbrəl,4.17,0.85,12.39
vertebrate,vɝdəbrət,5.91,0.9,10.55
vertebrates,vɝdəbrəts,5.22,0.6,10.55
vertical,vɝdIkl,9.16,2.15,9.71
vertigo,vɝdIgo,7.64,1.6,13.55
vesicle,vɛsIkəl,3.58,0.48,14.27
vestibule,vɛstIbyul,4.54,1.32,11.41
vestigial,vɛstIĵ!əl,4.86,1.18,16.08
veteran,vɛdɝrən,8.89,2.28,9.9
veteran's,vɛdɝrənz,5.32,NULL,NaN
veterans,vɛdɝrənz,8.45,1.98,9.9
vexation,vɛkse∫n,4.03,0.6,14.8
vexatious,vɛkse∫əs,4.39,0.48,14.09
vibrancy,vĨbrəns!,3.47,NULL,NaN
vibraphone,vĨbrəfon,3.71,0.3,13.42
vibrated,vĨbredəd,4.48,0.7,10.16
vibrating,vĨbredIŋ,6.98,1.81,10.16
vibration,vĨbre∫n,7.56,1.91,9.56
vibrato,vIbrɑdo,6.2,1.11,12.5
vibrator,vĨbredɝ,7,1.79,13.39
vicarage,vIkɝIĵ,2.83,0.6,13.62
vicarious,vIkɛr!əs,5.06,1.15,14.47
viciousness,vI∫əsnəs,4.87,0.85,12.26
victimize,vIktImĨz,4.39,1,12
victimized,vIktImĨzd,6.4,1.6,12
Victoria,vIktɔr!ə,8.95,2.58,NaN
Victoria's,vIktɔr!əz,6.02,NULL,NaN
Victorian,vIktɔr!ən,7.51,1.83,NaN
Victorians,vIktɔr!ənz,4.56,0.95,NaN
victories,vIktɝr!z,7.22,1.8,7.53
victorious,vIktɔr!əs,6.96,1.83,10.05
victory,vIktɝr!,9.33,3.04,7.53
video,vId!o,11.61,3.32,8.06
Vienna,v!ɛnə,8.32,2.39,NaN
Vienna's,v!ɛnəz,2.71,NULL,NaN
Vietnam,v!ɛtnɑm,9.28,2.91,NaN
viewfinder,vyufĨndɝ,5.87,0.7,9.83
vigilance,vIĵələns,6.06,1.43,11.16
vigilant,vIĵələnt,6.1,1.59,13.21
vigorous,vIgɝəs,7.08,1.56,10.14
vilify,vIləfĨ,4.62,0.95,15.53
villager,vIlIĵɝ,4.96,1.04,8.26
villagers,vIlIĵɝz,6.95,2.11,8.26
villages,vIlIĵəz,8.1,2.09,7.84
villainous,vIlənəs,5.33,1.23,11.53
villainy,vIlən!,4.11,1.2,9.82
vinaigrette,vInəgrɛt,3.85,1.18,12.17
vindicate,vIndəket,4.77,0.85,11.78
vindictive,vIndIktIv,6.06,1.74,14.17
vinegar,vInIgɝ,7.57,1.94,7.11
viola,v!olə,7.18,2.18,NaN
viola's,v!oləz,1.61,NULL,NaN
violable,vĨələbl,NULL,NULL,14.07
violated,vĨəledəd,8.4,2.37,10.53
violating,vĨəledIŋ,8.14,2.06,10.53
violation,vĨəle∫n,9.34,2.59,10.94
violations,vĨəle∫nz,8.6,2,10.94
violently,vĨələntl!,7.55,1.98,NaN
violinist,vĨəlInIst,5.94,1.53,9.17
violinists,vĨəlInIsts,5.33,0.7,9.17
virginal,vɝĵInl,5.48,1.4,12.17
Virginia,vɝĵInyə,9.92,2.86,NaN
Virginia's,vɝĵInyəz,5.37,NULL,NaN
Virginian,vɝĵInyən,4.91,1.52,NaN
Virginians,vɝĵInyənz,4.48,0.48,NaN
virtually,vɝ©uəl!,9.61,2.32,11.79
virulence,vIrələns,4.11,NULL,NaN
virulent,vIrələnt,6.06,1.08,16.09
viscera,vIsɝrə,3.78,0.85,14.64
visceral,vIsɝrəl,5.92,1,15.45
visible,vIzəbl,9.44,2.4,8.05
visibly,vIzəbl!,6.7,0.95,NaN
visited,vIzədəd,9.01,2.55,5.79
visiting,vIzədIŋ,9,2.9,5.79
visitor,vIzədɝ,7.88,2.65,6.37
visitors,vIzədɝz,8.38,2.71,6.37
visualize,vIʒuəlĨz,7.25,1.95,9.88
visualized,vIʒuəlĨzd,5.45,0.95,9.88
visually,vIʒuəl!,7.55,1.63,NaN
vitalize,vĨdlĨz,1.1,NULL,NaN
vitally,vĨdl!,5.58,1.36,NaN
vitamin,vĨdəmIn,8.24,2.14,5.42
vitamins,vĨdəmInz,7.85,2.26,6.22
vivacious,vIve∫əs,4.42,1.15,13.44
vividly,vIvIdl!,6.32,1.43,NaN
vividness,vIvIdnəs,4.09,0.48,11.45
vivified,vIvəfĨd,NULL,0.3,NaN
vivify,vIvəfĨ,0.69,NULL,NaN
vocalic,vokælIk,1.61,NULL,14.22
vocalist,vokəlIst,7.06,1.18,10.63
vocalists,vokəlIsts,5.88,0.48,10.63
vocalize,vokəlĨz,4.36,0.9,9.37
vocally,vokəl!,5.69,0.6,NaN
vocation,voke∫n,6.16,1.63,12.61
volatile,vɑlədl,7.25,1.78,13
volcanic,vɑlkænIk,8.8,1.76,8.33
volcano,vɑlkeno,8.02,2.23,6.74
volcanos,vɑlkenoz,4.9,0.6,NaN
volition,volI∫n,6.12,1.2,13.31
Volkswagens,volkswægənz,3.93,0.48,NaN
volleyball,vɑl!bɔl,7.75,1.77,7.05
voltages,voltIĵəz,7.02,0.3,11.78
voltaic,volteIk,1.61,0.3,15.93
voltmeter,voltm!dɝ,5.39,0.3,13.31
voluble,vɑlyəbl,3.04,0.6,14.12
volunteer,vɑləntIr,9.03,2.68,6.89
volunteered,vɑləntIrd,7.31,2.39,6.89
volunteers,vɑləntIrz,8.65,2.42,6.89
voluptuous,vəlʌp©uəs,5.53,1.59,12.71
vomiting,vɑmədIŋ,7.19,2.18,5.68
voracious,vɔre∫əs,5.73,1.26,12.17
votary,vodɝr!,1.1,NULL,NaN
voyager,vœIĵɝ,9.14,1.77,NaN
voyages,vœIĵəz,6.16,1.26,7.76
vulcanized,vʌlkənĨzd,4.19,0.95,14.27
vulgarize,vʌlgɝĨz,1.1,NULL,NaN
waggling,wæglIŋ,3.33,0.7,10
wagonette,wægənɛt,NULL,NULL,NaN
wainscoted,wenskədəd,NULL,NULL,NaN
waitresses,wetrəsəz,5.54,1.93,7.22
wakefulness,wekflnəs,3.74,0.7,11.29
wakening,wekənIŋ,3.22,NULL,NaN
walkabout,wɔkəbĂt,4.61,0.95,12.83
walkaway,wɔkəwe,1.61,0.48,7.73
walkover,wɔkovɝ,3.18,NULL,NaN
wallaby,wɑləb!,4.17,1.45,12.36
walloping,wɑləpIŋ,2.4,0.95,10.06
wallowing,wɑloIŋ,5.5,1.62,9.26
wallpaper,wɔlpepɝ,6.9,2.24,6.55
wallpapers,wɔlpepɝz,3.5,0.48,6.55
wanderer,wɑndɝɝ,6.58,1.52,9.56
wanderers,wɑndɝɝz,6.41,1.04,9.56
wandering,wɑndɝIŋ,8.09,2.61,6.89
wanderings,wɑndɝIŋz,4.64,0.95,NaN
wanderlust,wɑndɝlʌst,7.83,0.7,13.08
warbler,wɔrblɝ,4.57,0.7,11.62
warbling,wɔrblIŋ,4.19,0.78,NaN
warehouses,wɛrhĂzəz,6.48,1.54,8.58
warehousing,wɛrhĂzIŋ,7.09,0.6,10.41
warily,wɛrəl!,4.88,0.3,NaN
warmhearted,wɔrmhɑrdəd,2.71,0.7,9.44
warmonger,wɔrmʌŋgɝ,3.76,0.9,13.22
warningly,wɔrnIŋl!,1.95,NULL,NaN
warranted,wɔrəndəd,7.22,1.3,11.37
warrantee,wɔrənt!,5.88,0.3,12.58
warranty,wɔrənd!,9.43,1.63,11.17
washable,wɑ∫əbl,5.48,0.85,7.67
washbasin,wɑ∫besn,2.56,0.3,8.5
Washington,wɑ∫Iŋtən,10.98,3.33,NaN
Washington's,wɑ∫Iŋtənz,6.76,NULL,NaN
wastebasket,westbæskət,5.09,1.52,5.68
wastewater,westwɔdɝ,5.55,0.3,11.53
watchmaker,wɑ©mekɝ,3.95,0.9,8.41
waterbird,wɔdɝbɝd,NULL,0.3,10.2
waterborne,wɔdɝbɔrn,4.43,NULL,NaN
watercourse,wɔdɝkɔrs,2.71,NULL,NaN
watercress,wɔdɝkrɛs,4.2,0.7,13.12
waterfall,wɔdɝfɔl,6.71,1.98,5.47
waterfalls,wɔdɝfɔlz,5.93,1.4,5.47
waterfowl,wɔdɝfĂl,5.23,0.3,11.67
waterfront,wɔdɝfrʌnt,6.22,1.73,8.22
waterhole,wɔtɝhol,3.22,0.9,7.56
watering,wɔdɝIŋ,6.64,2.04,NaN
waterline,wɔdɝlĨn,5.18,0.7,10.4
